episode_id,show,episode_title,season,episode,auditory,auditory_rate,rating_myshows,rating_count,episode_length,date,number_of_comments
26959,CSI: Место преступления Майами, After the Fall,3,10,3917,57.22,4.378,0,43 мин.,29.11.2004,2
26960,CSI: Место преступления Майами, Addiction,3,11,3907,57.08,4.419,0,43 мин.,13.12.2004,2
26961,CSI: Место преступления Майами, Shootout,3,12,3907,57.08,4.351,0,43 мин.,03.01.2005,2
26962,CSI: Место преступления Майами, Cop Killer,3,13,3904,57.03,4.378,74,43 мин.,17.01.2005,2
26963,CSI: Место преступления Майами, One Night Stand,3,14,3903,57.02,4.333,0,43 мин.,07.02.2005,2
26964,CSI: Место преступления Майами, Identity,3,15,3902,57.01,4.421,76,43 мин.,14.02.2005,1
26965,CSI: Место преступления Майами, Nothing to Lose,3,16,3901,56.99,4.38,71,43 мин.,21.02.2005,1
26966,CSI: Место преступления Майами, Money Plane,3,17,3899,56.96,4.288,0,43 мин.,07.03.2005,1
26967,CSI: Место преступления Майами, Game Over,3,18,3894,56.89,4.366,71,43 мин.,21.03.2005,1
26968,CSI: Место преступления Майами, Sex & Taxes,3,19,3890,56.83,4.384,0,43 мин.,11.04.2005,1
26969,CSI: Место преступления Майами, Killer Date,3,20,3891,56.84,4.446,74,43 мин.,18.04.2005,2
26970,CSI: Место преступления Майами, Recoil,3,21,3890,56.83,4.411,0,43 мин.,02.05.2005,2
26971,CSI: Место преступления Майами, Vengeance,3,22,3892,56.86,4.431,0,43 мин.,09.05.2005,2
26972,CSI: Место преступления Майами, Whacked,3,23,3887,56.79,4.417,72,43 мин.,16.05.2005,1
26973,CSI: Место преступления Майами, 10-7,3,24,3889,56.82,4.453,75,43 мин.,23.05.2005,4
26974,CSI: Место преступления Майами, From the Grave,4,1,3789,55.35,4.28,0,43 мин.,19.09.2005,4
26975,CSI: Место преступления Майами, Blood in the Water,4,2,3788,55.34,4.395,0,43 мин.,26.09.2005,4
26976,CSI: Место преступления Майами, Prey,4,3,3785,55.3,4.329,0,43 мин.,03.10.2005,4
26977,CSI: Место преступления Майами, 48 Hours to Life,4,4,3784,55.28,4.315,73,43 мин.,10.10.2005,1
26978,CSI: Место преступления Майами, Three-Way,4,5,3780,55.22,4.373,75,43 мин.,17.10.2005,1
26979,CSI: Место преступления Майами, Under Suspicion,4,6,3781,55.24,4.378,0,43 мин.,24.10.2005,1
26980,CSI: Место преступления Майами, Felony Flight,4,7,3780,55.22,4.493,71,43 мин.,07.11.2005,1
26981,CSI: Место преступления Майами, Nailed,4,8,3777,55.18,4.347,75,43 мин.,14.11.2005,2
26982,CSI: Место преступления Майами, Urban Hellraisers,4,9,3777,55.18,4.465,71,43 мин.,21.11.2005,2
26983,CSI: Место преступления Майами, Shattered,4,10,3773,55.12,4.361,72,43 мин.,28.11.2005,1
26984,CSI: Место преступления Майами, Payback,4,11,3775,55.15,4.452,73,43 мин.,19.12.2005,1
26985,CSI: Место преступления Майами, The Score,4,12,3772,55.11,4.458,0,43 мин.,09.01.2006,1
26986,CSI: Место преступления Майами, Silencer,4,13,3774,55.14,4.438,0,43 мин.,23.01.2006,1
26987,CSI: Место преступления Майами, Fade Out,4,14,3765,55.0,4.392,74,43 мин.,30.01.2006,3
26988,CSI: Место преступления Майами, Skeletons,4,15,3765,55.0,4.486,74,43 мин.,06.02.2006,4
26989,CSI: Место преступления Майами, Deviant,4,16,3767,55.03,4.437,0,43 мин.,27.02.2006,4
26990,CSI: Место преступления Майами, Collision,4,17,3770,55.08,4.419,74,43 мин.,06.03.2006,1
26991,CSI: Место преступления Майами, Double Jeopardy,4,18,3769,55.06,4.472,0,43 мин.,13.03.2006,1
26992,CSI: Место преступления Майами, Driven,4,19,3768,55.05,4.458,0,43 мин.,20.03.2006,1
26993,CSI: Место преступления Майами, Free Fall,4,20,3765,55.0,4.458,0,43 мин.,10.04.2006,1
26994,CSI: Место преступления Майами, Dead Air,4,21,3765,55.0,4.466,0,43 мин.,24.04.2006,1
26995,CSI: Место преступления Майами, Open Water,4,22,3768,55.05,4.351,74,43 мин.,01.05.2006,3
26996,CSI: Место преступления Майами, Shock (1),4,23,3766,55.02,4.375,0,43 мин.,08.05.2006,3
26997,CSI: Место преступления Майами, Rampage (2),4,24,3762,54.96,4.389,72,43 мин.,15.05.2006,5
26998,CSI: Место преступления Майами, One of Our Own (3),4,25,3760,54.93,4.443,70,43 мин.,22.05.2006,1
26999,CSI: Место преступления Майами, Rio (4),5,1,3656,53.41,4.278,72,43 мин.,18.09.2006,1
27000,CSI: Место преступления Майами, Going Under,5,2,3653,53.37,4.384,0,43 мин.,25.09.2006,1
27001,CSI: Место преступления Майами, Death Pool 100,5,3,3650,53.32,4.38,71,43 мин.,02.10.2006,3
27002,CSI: Место преступления Майами, If Looks Could Kill,5,4,3649,53.31,4.408,0,43 мин.,09.10.2006,3
27003,CSI: Место преступления Майами, Death Eminent,5,5,3641,53.19,4.352,71,43 мин.,16.10.2006,1
27004,CSI: Место преступления Майами, Curse of the Coffin,5,6,3640,53.18,4.373,75,43 мин.,23.10.2006,2
27005,CSI: Место преступления Майами, High Octane,5,7,3632,53.06,4.405,74,43 мин.,06.11.2006,1
27006,CSI: Место преступления Майами, Darkroom,5,8,3630,53.03,4.387,0,43 мин.,13.11.2006,1
27007,CSI: Место преступления Майами," Going, Going, Gone",5,9,3628,53.0,4.392,0,43 мин.,20.11.2006,1
27008,CSI: Место преступления Майами, Come As You Are,5,10,3626,52.97,4.37,0,43 мин.,27.11.2006,1
27009,CSI: Место преступления Майами, Backstabbers,5,11,3623,52.93,4.297,74,43 мин.,11.12.2006,1
27010,CSI: Место преступления Майами, Internal Affairs,5,12,3617,52.84,4.361,72,43 мин.,08.01.2007,2
27011,CSI: Место преступления Майами, Throwing Heat,5,13,3619,52.87,4.414,0,43 мин.,22.01.2007,2
27012,CSI: Место преступления Майами, No Man's Land (1),5,14,3618,52.86,4.425,0,43 мин.,05.02.2007,2
27013,CSI: Место преступления Майами, Man Down (2),5,15,3619,52.87,4.338,74,43 мин.,12.02.2007,1
27014,CSI: Место преступления Майами, Broken Home,5,16,3615,52.81,4.423,0,43 мин.,19.02.2007,1
27015,CSI: Место преступления Майами, A Grizzly Murder,5,17,3611,52.75,4.371,0,43 мин.,26.02.2007,1
27016,CSI: Место преступления Майами, Triple Threat,5,18,3612,52.77,4.382,68,43 мин.,19.03.2007,1
27017,CSI: Место преступления Майами, Bloodline,5,19,3610,52.74,4.304,0,43 мин.,09.04.2007,1
27018,CSI: Место преступления Майами, Rush,5,20,3609,52.72,4.265,0,43 мин.,16.04.2007,1
27019,CSI: Место преступления Майами, Just Murdered,5,21,3608,52.71,4.457,70,43 мин.,23.04.2007,1
27020,CSI: Место преступления Майами, Burned,5,22,3608,52.71,4.403,67,43 мин.,30.04.2007,1
27021,CSI: Место преступления Майами, Kill Switch,5,23,3608,52.71,4.391,69,43 мин.,07.05.2007,1
27022,CSI: Место преступления Майами, Born to Kill,5,24,3605,52.67,4.348,0,43 мин.,14.05.2007,1
27023,CSI: Место преступления Майами, Dangerous Son,6,1,3516,51.37,4.439,66,43 мин.,24.09.2007,2
27024,CSI: Место преступления Майами, Cyber-lebrity,6,2,3515,51.35,4.313,67,43 мин.,01.10.2007,1
27025,CSI: Место преступления Майами, Inside Out,6,3,3511,51.29,4.394,66,43 мин.,08.10.2007,2
27026,CSI: Место преступления Майами," Bang, Bang, Your Debt",6,4,3511,51.29,4.394,66,43 мин.,15.10.2007,5
27027,CSI: Место преступления Майами, Deep Freeze,6,5,3508,51.25,4.385,65,43 мин.,22.10.2007,2
27028,CSI: Место преступления Майами, Sunblock,6,6,3506,51.22,4.412,68,43 мин.,29.10.2007,1
27029,CSI: Место преступления Майами, Chain Reaction,6,7,3503,51.18,4.4,65,43 мин.,05.11.2007,1
27030,CSI: Место преступления Майами, Permanent Vacation,6,8,3504,51.19,4.4,0,43 мин.,12.11.2007,1
27031,CSI: Место преступления Майами, Stand Your Ground,6,9,3499,51.12,4.424,0,43 мин.,19.11.2007,1
27032,CSI: Место преступления Майами, CSI: My Nanny,6,10,3502,51.16,4.403,0,43 мин.,26.11.2007,1
27033,CSI: Место преступления Майами, Guerillas in the Mist,6,11,3495,51.06,4.415,65,43 мин.,10.12.2007,2
27034,CSI: Место преступления Майами, Miami Confidential,6,12,3490,50.99,4.484,0,43 мин.,17.12.2007,2
27035,CSI: Место преступления Майами, Raising Caine,6,13,3491,51.0,4.409,66,43 мин.,14.01.2008,2
27036,CSI: Место преступления Майами, You May Now Kill The Bride,6,14,3490,50.99,4.333,66,43 мин.,24.03.2008,1
27037,CSI: Место преступления Майами, Ambush (1),6,15,3491,51.0,4.455,66,43 мин.,31.03.2008,3
27038,CSI: Место преступления Майами, All In (2),6,16,3494,51.04,4.426,0,43 мин.,01.04.2008,3
27039,CSI: Место преступления Майами, To Kill a Predator,6,17,3490,50.99,4.364,66,43 мин.,21.04.2008,1
27040,CSI: Место преступления Майами, Tunnel Vision,6,18,3491,51.0,4.375,0,43 мин.,28.04.2008,1
27041,CSI: Место преступления Майами, Rock and a Hard Place,6,19,3490,50.99,4.394,66,43 мин.,05.05.2008,2
27042,CSI: Место преступления Майами, Down to the Wire,6,20,3489,50.97,4.338,0,43 мин.,12.05.2008,2
27043,CSI: Место преступления Майами, Going Ballistic (1),6,21,3489,50.97,4.369,65,43 мин.,19.05.2008,3
27044,CSI: Место преступления Майами, Resurrection (2),7,1,3365,49.16,4.343,67,43 мин.,22.09.2008,2
27045,CSI: Место преступления Майами, Won't Get Fueled Again,7,2,3358,49.06,4.358,0,43 мин.,29.09.2008,2
27046,CSI: Место преступления Майами, And How Does That Make You Kill?,7,3,3358,49.06,4.324,68,43 мин.,06.10.2008,1
27047,CSI: Место преступления Майами, Raging Cannibal,7,4,3352,48.97,4.231,65,43 мин.,13.10.2008,1
27048,CSI: Место преступления Майами, Bombshell,7,5,3352,48.97,4.348,0,43 мин.,20.10.2008,1
27049,CSI: Место преступления Майами, Wrecking Crew,7,6,3350,48.94,4.299,67,43 мин.,03.11.2008,1
27050,CSI: Место преступления Майами, Cheating Death,7,7,3348,48.91,4.413,63,43 мин.,10.11.2008,1
27051,CSI: Место преступления Майами, Gone Baby Gone,7,8,3342,48.82,4.328,67,43 мин.,17.11.2008,3
27052,CSI: Место преступления Майами, Power Trip,7,9,3344,48.85,4.299,0,43 мин.,24.11.2008,3
27053,CSI: Место преступления Майами, The DeLuca Motel,7,10,3336,48.74,4.286,0,43 мин.,08.12.2008,3
27054,CSI: Место преступления Майами, Tipping Point,7,11,3334,48.71,4.286,0,43 мин.,15.12.2008,3
27055,CSI: Место преступления Майами, Head Case,7,12,3331,48.66,4.234,0,43 мин.,12.01.2009,3
27056,CSI: Место преступления Майами, And They're Offed,7,13,3332,48.68,4.194,0,43 мин.,19.01.2009,3
27057,CSI: Место преступления Майами, Smoke Gets in Your CSI's,7,14,3330,48.65,4.292,65,43 мин.,02.02.2009,2
27058,CSI: Место преступления Майами, Presumed Guilty,7,15,3330,48.65,4.348,66,43 мин.,09.02.2009,1
27059,CSI: Место преступления Майами, Sink or Swim,7,16,3326,48.59,4.215,65,43 мин.,02.03.2009,1
27060,CSI: Место преступления Майами, Divorce Party,7,17,3322,48.53,4.343,67,43 мин.,09.03.2009,2
27061,CSI: Место преступления Майами, Flight Risk,7,18,3320,48.5,4.238,63,43 мин.,16.03.2009,1
27062,CSI: Место преступления Майами, Target Specific (1),7,19,3321,48.52,4.219,0,43 мин.,23.03.2009,1
27063,CSI: Место преступления Майами, Wolfe in Sheep's Clothing (2),7,20,3317,48.46,4.306,62,43 мин.,30.03.2009,2
27064,CSI: Место преступления Майами, Chip/Tuck,7,21,3315,48.43,4.317,63,43 мин.,13.04.2009,1
27065,CSI: Место преступления Майами, Dead on Arrival,7,22,3313,48.4,4.274,0,43 мин.,27.04.2009,1
27066,CSI: Место преступления Майами, Collateral Damage,7,23,3311,48.37,4.258,0,43 мин.,04.05.2009,1
27067,CSI: Место преступления Майами, Dissolved,7,24,3309,48.34,4.361,0,43 мин.,11.05.2009,1
27068,CSI: Место преступления Майами, Seeing Red (1),7,25,3310,48.36,4.262,61,43 мин.,18.05.2009,2
27069,CSI: Место преступления Майами, Out of Time (2),8,1,3181,46.47,4.375,64,43 мин.,21.09.2009,2
27070,CSI: Место преступления Майами, Hostile Takeover,8,2,3174,46.37,4.333,63,43 мин.,28.09.2009,1
27071,CSI: Место преступления Майами, Bolt Action,8,3,3174,46.37,4.355,62,43 мин.,05.10.2009,1
27072,CSI: Место преступления Майами, In Plane Sight,8,4,3169,46.3,4.344,0,43 мин.,12.10.2009,1
27073,CSI: Место преступления Майами, Bad Seed,8,5,3168,46.28,4.4,0,43 мин.,19.10.2009,1
27074,CSI: Место преступления Майами," Dude, Where's My Groom?",8,6,3167,46.27,4.359,0,43 мин.,02.11.2009,1
27075,CSI: Место преступления Майами, Bone Voyage,8,7,3177,46.41,4.438,64,43 мин.,09.11.2009,4
27076,CSI: Место преступления Майами, Point of Impact,8,8,3164,46.22,4.234,0,43 мин.,16.11.2009,4
27077,CSI: Место преступления Майами, Kill Clause,8,9,3157,46.12,4.355,62,43 мин.,23.11.2009,1
27078,CSI: Место преступления Майами, Count Me Out,8,10,3152,46.05,4.295,0,43 мин.,07.12.2009,1
27079,CSI: Место преступления Майами, Delko for the Defense,8,11,3150,46.02,4.4,0,43 мин.,14.12.2009,1
27080,CSI: Место преступления Майами, Show Stopper,8,12,3149,46.0,4.323,0,43 мин.,11.01.2010,1
27081,CSI: Место преступления Майами, Die By The Sword,8,13,3139,45.86,4.365,0,43 мин.,18.01.2010,1
27082,CSI: Место преступления Майами, In The Wind,8,14,3128,45.7,4.365,0,43 мин.,01.02.2010,1
27083,CSI: Место преступления Майами," Miami, We Have A Problem",8,15,3124,45.64,4.4,0,43 мин.,08.02.2010,1
27084,CSI: Место преступления Майами, L.A.,8,16,3111,45.45,4.375,64,43 мин.,01.03.2010,3
27085,CSI: Место преступления Майами, Getting Axed,8,17,3099,45.27,4.361,0,43 мин.,08.03.2010,3
27086,CSI: Место преступления Майами, Dishonor,8,18,3098,45.26,4.365,0,43 мин.,22.03.2010,3
27087,CSI: Место преступления Майами, Spring Breakdown,8,19,3093,45.19,4.344,64,43 мин.,12.04.2010,1
27088,CSI: Место преступления Майами, Backfire,8,20,3088,45.11,4.467,60,43 мин.,19.04.2010,1
27089,CSI: Место преступления Майами, Meltdown,8,21,3080,45.0,4.475,0,43 мин.,03.05.2010,1
27090,CSI: Место преступления Майами, Mommie Deadest,8,22,3078,44.97,4.444,63,43 мин.,10.05.2010,3
27091,CSI: Место преступления Майами, Time Bomb,8,23,3077,44.95,4.417,0,43 мин.,17.05.2010,3
27092,CSI: Место преступления Майами, All Fall Down (1),8,24,3073,44.89,4.443,61,43 мин.,24.05.2010,3
27093,CSI: Место преступления Нью-Йорк, Blink,1,1,4703,65.51,4.21,105,43 мин.,22.09.2004,5
27094,CSI: Место преступления Нью-Йорк, Creatures of the Night,1,2,4588,63.91,4.351,0,43 мин.,29.09.2004,5
27095,CSI: Место преступления Нью-Йорк, American Dreamers,1,3,4530,63.1,4.29,93,43 мин.,06.10.2004,4
27096,CSI: Место преступления Нью-Йорк, Grand Master,1,4,4480,62.4,4.28,0,43 мин.,27.10.2004,4
27097,CSI: Место преступления Нью-Йорк, A Man a Mile,1,5,4445,61.92,4.256,0,43 мин.,03.11.2004,4
27098,CSI: Место преступления Нью-Йорк, Outside Man,1,6,4397,61.25,4.156,0,43 мин.,10.11.2004,4
27099,CSI: Место преступления Нью-Йорк, Rain,1,7,4365,60.8,4.291,0,43 мин.,17.11.2004,4
27100,CSI: Место преступления Нью-Йорк, Three Generations Are Enough,1,8,4339,60.44,4.225,0,43 мин.,24.11.2004,4
27101,CSI: Место преступления Нью-Йорк, Officer Blue,1,9,4316,60.12,4.329,82,43 мин.,01.12.2004,2
27102,CSI: Место преступления Нью-Йорк," Night, Mother",1,10,4306,59.98,4.373,83,43 мин.,15.12.2004,2
27103,CSI: Место преступления Нью-Йорк, Tri-Borough,1,11,4289,59.74,4.337,0,43 мин.,05.01.2005,2
27104,CSI: Место преступления Нью-Йорк, Recycling,1,12,4272,59.51,4.337,86,43 мин.,12.01.2005,1
27105,CSI: Место преступления Нью-Йорк, Tanglewood,1,13,4231,58.94,4.349,0,43 мин.,26.01.2005,1
27106,CSI: Место преступления Нью-Йорк," Blood, Sweat & Tears",1,14,4218,58.75,4.346,0,43 мин.,09.02.2005,1
27107,CSI: Место преступления Нью-Йорк, 'Til Death Do We Part,1,15,4213,58.69,4.35,80,43 мин.,16.02.2005,2
27108,CSI: Место преступления Нью-Йорк, Hush,1,16,4202,58.53,4.35,80,43 мин.,23.02.2005,2
27109,CSI: Место преступления Нью-Йорк, The Fall,1,17,4193,58.41,4.25,0,43 мин.,02.03.2005,2
27110,CSI: Место преступления Нью-Йорк, The Dove Commission,1,18,4189,58.35,4.317,0,43 мин.,23.03.2005,2
27111,CSI: Место преступления Нью-Йорк, Crime and Misdemeanor,1,19,4181,58.24,4.38,79,43 мин.,13.04.2005,1
27112,CSI: Место преступления Нью-Йорк, Supply and Demand,1,20,4178,58.2,4.346,0,43 мин.,27.04.2005,1
27113,CSI: Место преступления Нью-Йорк, On the Job,1,21,4175,58.16,4.338,0,43 мин.,04.05.2005,1
27114,CSI: Место преступления Нью-Йорк, The Closer,1,22,4168,58.06,4.307,75,43 мин.,11.05.2005,1
27115,CSI: Место преступления Нью-Йорк, What You See is What You See,1,23,4173,58.13,4.355,0,43 мин.,18.05.2005,1
27116,CSI: Место преступления Нью-Йорк, Summer in the City,2,1,3978,55.41,4.311,0,43 мин.,28.09.2005,1
27117,CSI: Место преступления Нью-Йорк, Grand Murder at Central Station,2,2,3971,55.31,4.355,76,43 мин.,05.10.2005,4
27118,CSI: Место преступления Нью-Йорк, Zoo York,2,3,3970,55.3,4.25,76,43 мин.,12.10.2005,2
27119,CSI: Место преступления Нью-Йорк, Corporate Warriors,2,4,3963,55.2,4.307,0,43 мин.,19.10.2005,2
27120,CSI: Место преступления Нью-Йорк, Dancing with the Fishes,2,5,3955,55.09,4.307,0,43 мин.,26.10.2005,2
27121,CSI: Место преступления Нью-Йорк, YoungBlood,2,6,3949,55.01,4.24,75,43 мин.,02.11.2005,1
27122,CSI: Место преступления Нью-Йорк, Manhattan Manhunt,2,7,3953,55.06,4.368,76,43 мин.,09.11.2005,1
27123,CSI: Место преступления Нью-Йорк, Bad Beat,2,8,3944,54.94,4.247,0,43 мин.,16.11.2005,1
27124,CSI: Место преступления Нью-Йорк, City of the Dolls,2,9,3946,54.97,4.329,0,43 мин.,23.11.2005,1
27125,CSI: Место преступления Нью-Йорк, Jamalot,2,10,3937,54.84,4.24,0,43 мин.,30.11.2005,1
27126,CSI: Место преступления Нью-Йорк, Trapped,2,11,3932,54.77,4.325,77,43 мин.,14.12.2005,1
27127,CSI: Место преступления Нью-Йорк, Wasted,2,12,3929,54.73,4.311,0,43 мин.,18.01.2006,1
27128,CSI: Место преступления Нью-Йорк, Risk,2,13,3925,54.67,4.37,0,43 мин.,25.01.2006,1
27129,CSI: Место преступления Нью-Йорк, Stuck on You,2,14,3924,54.66,4.333,0,43 мин.,01.02.2006,1
27130,CSI: Место преступления Нью-Йорк, Fare Game,2,15,3921,54.62,4.351,74,43 мин.,01.03.2006,1
27131,CSI: Место преступления Нью-Йорк, Cool Hunter,2,16,3913,54.51,4.319,72,43 мин.,08.03.2006,1
27132,CSI: Место преступления Нью-Йорк, Necrophilia Americana,2,17,3912,54.49,4.254,0,43 мин.,22.03.2006,1
27133,CSI: Место преступления Нью-Йорк, Live or Let Die,2,18,3909,54.45,4.365,74,43 мин.,29.03.2006,1
27134,CSI: Место преступления Нью-Йорк, Super Men,2,19,3907,54.42,4.342,0,43 мин.,12.04.2006,1
27135,CSI: Место преступления Нью-Йорк," Run Silent, Run Deep",2,20,3902,54.35,4.342,73,43 мин.,19.04.2006,1
27136,CSI: Место преступления Нью-Йорк, All Access,2,21,3902,54.35,4.342,0,43 мин.,26.04.2006,1
27137,CSI: Место преступления Нью-Йорк, Stealing Home,2,22,3902,54.35,4.284,0,43 мин.,03.05.2006,1
27138,CSI: Место преступления Нью-Йорк, Heroes,2,23,3900,54.33,4.355,76,43 мин.,10.05.2006,3
27139,CSI: Место преступления Нью-Йорк, Charge of This Post,2,24,3893,54.23,4.38,0,43 мин.,17.05.2006,3
27140,CSI: Место преступления Нью-Йорк, People with Money,3,1,3744,52.15,4.23,0,43 мин.,20.09.2006,3
27141,CSI: Место преступления Нью-Йорк, Not What It Looks Like,3,2,3741,52.11,4.274,0,43 мин.,27.09.2006,3
27142,CSI: Место преступления Нью-Йорк, Love Run Cold,3,3,3738,52.07,4.319,0,43 мин.,04.10.2006,3
27143,CSI: Место преступления Нью-Йорк, Hung Out to Dry,3,4,3737,52.05,4.493,0,43 мин.,11.10.2006,3
27144,CSI: Место преступления Нью-Йорк, Oedipus Hex,3,5,3733,52.0,4.408,0,43 мин.,18.10.2006,3
27145,CSI: Место преступления Нью-Йорк, Open and Shut,3,6,3729,51.94,4.338,0,43 мин.,25.10.2006,3
27146,CSI: Место преступления Нью-Йорк, Murder Sings the Blues,3,7,3726,51.9,4.391,69,43 мин.,01.11.2006,1
27147,CSI: Место преступления Нью-Йорк, Consequences,3,8,3720,51.82,4.314,0,43 мин.,08.11.2006,1
27148,CSI: Место преступления Нью-Йорк," And Here's to You, Mrs. Azrael",3,9,3715,51.75,4.464,69,43 мин.,15.11.2006,4
27149,CSI: Место преступления Нью-Йорк, Sweet 16,3,10,3716,51.76,4.338,0,43 мин.,22.11.2006,4
27150,CSI: Место преступления Нью-Йорк, Raising Shane,3,11,3713,51.72,4.429,70,43 мин.,29.11.2006,1
27151,CSI: Место преступления Нью-Йорк, Silent Night,3,12,3712,51.71,4.449,69,43 мин.,13.12.2006,1
27152,CSI: Место преступления Нью-Йорк, Obsession,3,13,3704,51.59,4.313,0,43 мин.,17.01.2007,1
27153,CSI: Место преступления Нью-Йорк, The Lying Game,3,14,3702,51.57,4.309,68,43 мин.,24.01.2007,2
27154,CSI: Место преступления Нью-Йорк, Some Buried Bones,3,15,3702,51.57,4.371,70,43 мин.,07.02.2007,4
27155,CSI: Место преступления Нью-Йорк, Heart of Glass,3,16,3699,51.53,4.414,70,43 мин.,14.02.2007,1
27156,CSI: Место преступления Нью-Йорк, The Ride-In,3,17,3699,51.53,4.319,0,43 мин.,21.02.2007,1
27157,CSI: Место преступления Нью-Йорк, Sleight Out of Hand,3,18,3695,51.47,4.478,0,43 мин.,28.02.2007,1
27158,CSI: Место преступления Нью-Йорк, A Daze of Wine and Roaches,3,19,3697,51.5,4.38,0,43 мин.,21.03.2007,1
27159,CSI: Место преступления Нью-Йорк, What Schemes May Come,3,20,3695,51.47,4.456,68,43 мин.,11.04.2007,1
27160,CSI: Место преступления Нью-Йорк, Past Imperfect,3,21,3697,51.5,4.394,66,43 мин.,25.04.2007,1
27161,CSI: Место преступления Нью-Йорк, Cold Reveal,3,22,3692,51.43,4.373,0,43 мин.,02.05.2007,1
27162,CSI: Место преступления Нью-Йорк, ...Comes Around,3,23,3693,51.44,4.439,66,43 мин.,09.05.2007,1
27163,CSI: Место преступления Нью-Йорк, Snow Day,3,24,3692,51.43,4.622,82,43 мин.,16.05.2007,4
27164,CSI: Место преступления Нью-Йорк, Can You Hear Me Now?,4,1,3609,50.27,4.485,68,43 мин.,26.09.2007,5
27165,CSI: Место преступления Нью-Йорк, The Deep,4,2,3603,50.19,4.486,70,43 мин.,03.10.2007,1
27166,CSI: Место преступления Нью-Йорк, You Only Die Once,4,3,3601,50.16,4.449,69,43 мин.,10.10.2007,2
27167,CSI: Место преступления Нью-Йорк, Time's Up,4,4,3603,50.19,4.386,70,43 мин.,17.10.2007,3
27168,CSI: Место преступления Нью-Йорк, Down the Rabbit Hole,4,5,3600,50.15,4.408,71,43 мин.,24.10.2007,3
27169,CSI: Место преступления Нью-Йорк, Boo,4,6,3601,50.16,4.486,72,43 мин.,31.10.2007,2
27170,CSI: Место преступления Нью-Йорк, Commuted Sentences,4,7,3597,50.1,4.4,0,43 мин.,07.11.2007,2
27171,CSI: Место преступления Нью-Йорк, Buzzkill,4,8,3593,50.05,4.377,0,43 мин.,14.11.2007,2
27172,CSI: Место преступления Нью-Йорк, One Wedding and a Funeral,4,9,3594,50.06,4.443,70,43 мин.,21.11.2007,1
27173,CSI: Место преступления Нью-Йорк, The Thing About Heroes...,4,10,3593,50.05,4.458,0,43 мин.,28.11.2007,1
27174,CSI: Место преступления Нью-Йорк, Child's Play,4,11,3595,50.08,4.457,70,43 мин.,12.12.2007,1
27175,CSI: Место преступления Нью-Йорк, Happily Never After,4,12,3592,50.03,4.362,0,43 мин.,09.01.2008,1
27176,CSI: Место преступления Нью-Йорк, All in the Family,4,13,3590,50.01,4.415,0,43 мин.,23.01.2008,1
27177,CSI: Место преступления Нью-Йорк, Playing with Matches,4,14,3588,49.98,4.348,0,43 мин.,06.02.2008,1
27178,CSI: Место преступления Нью-Йорк, DOA for a Day,4,15,3587,49.97,4.418,0,43 мин.,02.04.2008,1
27179,CSI: Место преступления Нью-Йорк, Right Next Door,4,16,3587,49.97,4.386,70,43 мин.,09.04.2008,2
27180,CSI: Место преступления Нью-Йорк, Like Water for Murder,4,17,3587,49.97,4.408,0,43 мин.,16.04.2008,2
27181,CSI: Место преступления Нью-Йорк, Admissions,4,18,3585,49.94,4.377,69,43 мин.,30.04.2008,2
27182,CSI: Место преступления Нью-Йорк, Personal Foul,4,19,3588,49.98,4.379,0,43 мин.,07.05.2008,2
27183,CSI: Место преступления Нью-Йорк, Taxi,4,20,3588,49.98,4.384,0,43 мин.,14.05.2008,2
27184,CSI: Место преступления Нью-Йорк, Hostage,4,21,3586,49.95,4.458,0,43 мин.,21.05.2008,2
27185,CSI: Место преступления Нью-Йорк, Veritas,5,1,3487,48.57,4.386,0,43 мин.,24.09.2008,2
27186,CSI: Место преступления Нью-Йорк, Page Turner,5,2,3486,48.56,4.348,69,43 мин.,01.10.2008,1
27187,CSI: Место преступления Нью-Йорк, Turbulence,5,3,3477,48.43,4.443,0,43 мин.,08.10.2008,1
27188,CSI: Место преступления Нью-Йорк," Sex, Lies and Silicone",5,4,3475,48.41,4.377,0,43 мин.,22.10.2008,1
27189,CSI: Место преступления Нью-Йорк, The Cost of Living,5,5,3469,48.32,4.414,70,43 мин.,29.10.2008,2
27190,CSI: Место преступления Нью-Йорк, Enough,5,6,3472,48.36,4.397,0,43 мин.,05.11.2008,2
27191,CSI: Место преступления Нью-Йорк, Dead Inside,5,7,3468,48.31,4.377,0,43 мин.,12.11.2008,2
27192,CSI: Место преступления Нью-Йорк, My Name is Mac Taylor,5,8,3465,48.27,4.414,0,43 мин.,19.11.2008,2
27193,CSI: Место преступления Нью-Йорк, The Box,5,9,3468,48.31,4.478,0,43 мин.,26.11.2008,2
27194,CSI: Место преступления Нью-Йорк, The Triangle,5,10,3465,48.27,4.382,0,43 мин.,10.12.2008,2
27195,CSI: Место преступления Нью-Йорк, Forbidden Fruit,5,11,3464,48.25,4.403,0,43 мин.,17.12.2008,2
27196,CSI: Место преступления Нью-Йорк, Help,5,12,3455,48.13,4.448,0,43 мин.,14.01.2009,2
27197,CSI: Место преступления Нью-Йорк, Rush to Judgment,5,13,3459,48.18,4.394,0,43 мин.,21.01.2009,2
27198,CSI: Место преступления Нью-Йорк, She's Not There,5,14,3456,48.14,4.433,0,43 мин.,11.02.2009,2
27199,CSI: Место преступления Нью-Йорк, The Party's Over,5,15,3455,48.13,4.379,0,43 мин.,18.02.2009,2
